t1_name,t1_rank,t1_form_wins,t1_form_losses,t1_h2h_wins,t2_name,t2_rank,t2_form_wins,t2_form_losses,t2_h2h_wins,h2h_ot,t1_score,t2_score,outcome
ALTERNATE aTTaX,99,0,0,0,1WIN,46,0,0,0,0,2,0,1
G2,4,0,0,11,BIG,9,0,0,10,1,1,2,0
Sinners,34,0,0,4,Izako Boars,100,0,0,5,2,0,1,0
HAVU,28,0,0,5,Entropiq,16,0,0,8,1,1,2,0
Hazard,185,0,0,2,BBBMBCBS,182,0,0,1,1,1,2,0
Renegades,50,0,0,8,Dire Wolves,74,0,0,5,1,1,2,0
Lyngby Vikings,49,0,0,2,HYENAS,48,0,0,0,0,2,1,1
Copenhagen Flames,41,0,0,0,Trident,62,0,0,0,0,16,11,1
Anonymo,35,0,0,2,HONORIS,96,0,0,0,0,2,0,1
Chiefs,141,0,0,0,Skyfire,151,0,0,0,0,2,0,1
SKADE,23,0,0,0,Budapest Five,80,0,0,2,0,17,19,0
Bandits,231,0,0,0,munyanyo,254,0,0,0,0,2,0,1
Paradox,106,0,0,0,Dynasty,192,0,0,0,0,1,0,1
ONYX,120,0,0,0,FTW,134,0,0,0,0,0,2,0
Iberian Family,83,0,0,0,Tricked,73,0,0,0,0,2,0,1
CRONEM,0,0,0,0,CENSRD,166,0,0,0,0,0,2,0
Triumph,79,0,0,0,Recon 5,112,0,0,0,0,0,2,0
TeamOne,58,0,0,11,RBG,70,0,0,4,2,0,2,0
Big Chillin,158,0,0,0,ChocoCheck,78,0,0,0,0,0,2,0
paiN,39,0,0,1,Third Impact,84,0,0,0,0,2,0,1
Extra Salt,19,0,0,0,GGPR,81,0,0,0,0,2,0,1
Extra Salt,19,0,0,0,ChocoCheck,78,0,0,0,0,0,1,0
Wisla Krakow,43,0,0,2,BLINK,76,0,0,1,0,1,2,0
Sangal,54,0,0,0,Izako Boars,100,0,0,2,1,2,1,1
SAW,40,0,0,2,LDLC,42,0,0,2,1,1,2,0
forZe,17,0,0,12,Nemiga,55,0,0,18,6,2,0,1
Movistar Riders,38,0,0,9,Endpoint,30,0,0,5,0,0,2,0
NIP,11,0,0,3,Complexity,14,0,0,3,1,0,2,0
AGO,37,0,0,4,Sprout,29,0,0,0,0,2,0,1
1WIN,46,0,0,0,Lyngby Vikings,49,0,0,0,0,2,1,1
Anonymo,35,0,0,0,Copenhagen Flames,41,0,0,0,0,0,2,0
Gambit,1,0,0,2,Evil Geniuses,21,0,0,2,0,2,0,1
Fiend,22,0,0,2,Galaxy Racer,68,0,0,0,0,2,0,1
Lyngby Vikings,49,0,0,0,K23,36,0,0,0,0,0,2,0
ALTERNATE aTTaX,99,0,0,0,HYENAS,48,0,0,0,0,2,0,1
Iberian Family,83,0,0,0,HONORIS,96,0,0,0,0,1,2,0
Hazard,185,0,0,0,Alke,208,0,0,0,0,2,1,1
Paradox,106,0,0,2,Chiefs,141,0,0,0,0,2,0,1
Dignitas,32,0,0,6,Sinners,34,0,0,6,1,2,0,1
Budapest Five,80,0,0,0,FTW,134,0,0,0,0,2,0,1
R!OT,178,0,0,0,BBBMBCBS,182,0,0,0,0,2,0,1
VERTEX,101,0,0,0,Animal Squad,187,0,0,2,0,2,0,1
Dynasty,192,0,0,0,Rooster,91,0,0,0,0,0,2,0
Ambush,117,0,0,0,ONYX,120,0,0,0,0,2,1,1
Bandits,231,0,0,0,ORDER,61,0,0,0,0,0,1,0
Sylyx,226,0,0,0,Dire Wolves,74,0,0,0,0,0,1,0
Apeks,56,0,0,0,Tricked,0,0,0,0,0,2,0,1
Anonymo,35,0,0,0,GamerLegion,47,0,0,0,0,1,2,0
Sangal,54,0,0,1,Sprout,29,0,0,4,0,2,0,1
Apeks,56,0,0,2,forZe,17,0,0,3,0,0,2,0
bankaPEPSI,75,0,0,0,100PG,51,0,0,1,0,0,2,0
BIG,9,0,0,0,ALTERNATE aTTaX,99,0,0,0,0,2,0,1
Lyngby Vikings,53,0,0,0,Iberian Family,101,0,0,0,0,2,0,1
Galaxy Racer,71,0,0,0,Budapest Five,86,0,0,0,0,2,0,1
SKADE,21,0,0,2,SAW,36,0,0,1,2,3,0,1
ANIMEplusW,203,0,0,0,TBATBATBA,0,0,0,0,0,1,2,0
Entropiq,15,0,0,1,HYENAS,67,0,0,2,0,0,2,0
Copenhagen Flames,44,0,0,0,Ambush,145,0,0,0,0,2,0,1
Anonymo,42,0,0,0,ONYX,210,0,0,0,0,2,0,1
ORDER,61,0,0,2,Simplicity,169,0,0,0,0,1,0,1
HAVU,22,0,0,3,ENCE,28,0,0,2,2,1,2,0
Apeks,72,0,0,0,HYENAS,67,0,0,0,0,0,2,0
Fiend,25,0,0,0,FTW,260,0,0,0,0,2,0,1
Tricked,66,0,0,0,ALTERNATE aTTaX,98,0,0,0,0,0,2,0
1WIN,48,0,0,0,HONORIS,119,0,0,0,0,2,0,1
HeadShotKings,218,0,0,0,Counter Nature,228,0,0,0,0,1,2,0
GODSENT,61,0,0,5,TeamOne,62,0,0,0,0,2,0,1
Boca Juniors,0,0,0,0,River Plate,207,0,0,0,0,1,2,0
Furious,147,0,0,0,Paquetá,80,0,0,1,0,1,2,0
Brazen,0,0,0,0,Triton,0,0,0,0,0,0,2,0
River Plate,207,0,0,2,Malvinas,0,0,0,0,1,2,0,1
100PG,55,0,0,0,AVE,97,0,0,0,0,2,0,1
Endpoint,33,0,0,0,Young Ninjas,49,0,0,1,0,2,0,1
Izako Boars,59,0,0,0,Anonymo,42,0,0,0,0,0,2,0
forZe,17,0,0,8,SAW,36,0,0,11,4,1,2,0
Sky7eveN,0,0,0,0,TBATBATBA,0,0,0,0,0,1,2,0
bankaPEPSI,84,0,0,0,GROND,88,0,0,2,0,2,0,1
HONORIS,119,0,0,0,MAD Lions,78,0,0,0,0,1,2,0
Boca Juniors,0,0,0,0,LSC,0,0,0,0,0,2,0,1
los kogutos,100,0,0,0,VIXIT,0,0,0,0,0,2,0,1
OG,16,0,0,0,Gambit,1,0,0,0,0,0,3,0
ENCE,28,0,0,0,Sangal,54,0,0,0,0,2,0,1
Trident,56,0,0,0,ANIMEplusW,203,0,0,0,0,0,2,0
CatEvil,0,0,0,0,Checkmate,151,0,0,0,0,1,2,0
MAD Lions,78,0,0,4,EC Brugge,85,0,0,0,0,2,0,1
TPT,226,0,0,0,HONORIS,119,0,0,0,0,0,2,0
TBC,0,0,0,0,CatEvil,0,0,0,0,0,6,16,0
Checkmate,151,0,0,0,Bco,0,0,0,0,0,16,12,1
paiN,37,0,0,2,TeamOne,62,0,0,2,1,1,2,0
Keyd,175,0,0,1,Meta,150,0,0,0,0,0,2,0
eLevate,190,0,0,1,INTZ,124,0,0,2,0,1,2,0
GODSENT,61,0,0,4,Bad News Bears,52,0,0,4,2,2,0,1
DETONA,234,0,0,1,SWS,193,0,0,0,0,2,1,1
TeamOne,62,0,0,9,RBG,69,0,0,3,2,2,1,1
KG Network,0,0,0,0,Black Dragons,133,0,0,0,0,2,0,1
Bad News Bears,52,0,0,1,Third Impact,82,0,0,0,0,2,0,1
GODSENT,61,0,0,0,Party Astronauts,76,0,0,0,0,2,0,1
paiN,37,0,0,0,X13,0,0,0,0,0,2,0,1
G2,4,0,0,1,Gambit,1,0,0,6,0,0,2,0
Entropiq,15,0,0,4,Copenhagen Flames,44,0,0,1,0,2,0,1
OG,16,0,0,2,Vitality,12,0,0,7,2,2,1,1
SKADE,21,0,0,2,Nordavind,57,0,0,1,1,1,2,0
Fiend,25,0,0,6,Izako Boars,59,0,0,0,0,2,0,1
Izako Boars,59,0,0,0,Young Ninjas,49,0,0,0,0,2,1,1
Counter Nature,228,0,0,0,X13,0,0,0,0,0,0,2,0
KG Network,0,0,0,0,Bears,0,0,0,0,0,2,1,1
Santos,142,0,0,2,INTZ,124,0,0,2,0,0,2,0
Rehl,180,0,0,0,Meta,150,0,0,0,0,0,2,0
RUSH,0,0,0,0,SWS,193,0,0,0,0,0,2,0
GGPR,103,0,0,0,Verum,0,0,0,0,0,2,0,1
Paquetá,80,0,0,0,DETONA,234,0,0,0,0,16,11,1
Havan Liberty,122,0,0,2,Keyd,175,0,0,0,0,16,7,1
FURIA Academy,214,0,0,1,eLevate,190,0,0,2,1,16,4,1
Bravos,89,0,0,1,Black Dragons,133,0,0,0,0,16,2,1
Black Dragons,133,0,0,0,Bears,0,0,0,0,0,16,13,1
SWS,193,0,0,0,DETONA,234,0,0,0,0,7,16,0
Meta,150,0,0,0,Keyd,175,0,0,0,0,14,16,0
INTZ,124,0,0,2,eLevate,190,0,0,0,0,11,16,0
Bravos,89,0,0,0,KG Network,0,0,0,0,0,16,7,1
Santos,142,0,0,0,FURIA Academy,214,0,0,0,0,8,16,0
Havan Liberty,122,0,0,0,Rehl,180,0,0,0,0,16,6,1
Paquetá,80,0,0,0,RUSH,0,0,0,0,0,16,13,1
ALTERNATE aTTaX,98,0,0,0,Apeks,72,0,0,0,0,1,2,0
DBL PONEY,27,0,0,1,Tricked,66,0,0,0,0,2,0,1
Gambit,1,0,0,0,Evil Geniuses,30,0,0,2,0,2,0,1
SAW,36,0,0,0,SKADE,21,0,0,0,0,1,2,0
Nemiga,51,0,0,0,Budapest Five,86,0,0,0,0,1,2,0
MASONIC,170,0,0,0,Copenhagen Flames,44,0,0,2,0,0,2,0
HAVU,22,0,0,1,777,137,0,0,0,0,1,2,0
Vitality,12,0,0,0,Virtus.pro,8,0,0,2,1,2,0,1
eXploit,110,0,0,1,FTW,260,0,0,2,0,1,2,0
HONORIS,119,0,0,4,Wisla Krakow,40,0,0,4,1,2,1,1
Entropiq,15,0,0,3,Fiend,25,0,0,2,1,2,0,1
forZe,17,0,0,2,Sinners,34,0,0,3,0,2,0,1
Renewal,189,0,0,5,Wings Up,96,0,0,5,1,2,0,1
Chetz,129,0,0,0,Ambush,145,0,0,4,1,1,2,0
Fiend,25,0,0,0,Young Ninjas,49,0,0,0,0,16,11,1
KOVA,75,0,0,2,Galaxy Racer,71,0,0,2,1,0,2,0
Wings Up,96,0,0,0,Newhappy,164,0,0,0,0,16,13,1
Entropiq,15,0,0,0,Izako Boars,0,0,0,0,0,16,14,1
Renewal,189,0,0,8,Invictus,111,0,0,3,0,16,6,1
4glory,116,0,0,0,ONYX,210,0,0,0,0,1,2,0
1WIN,48,0,0,2,VP.Prodigy,139,0,0,0,1,2,0,1
Copenhagen Flames,44,0,0,0,Apeks,72,0,0,0,0,1,2,0
Fiend,25,0,0,0,Lyngby Vikings,53,0,0,0,0,2,0,1
Sinners,34,0,0,0,Entropiq,15,0,0,2,0,2,1,1
Wisla Krakow,40,0,0,2,ALTERNATE aTTaX,98,0,0,1,0,2,0,1
MASONIC,170,0,0,0,Lilmix,95,0,0,0,0,2,0,1
SAW,36,0,0,0,AGF,83,0,0,0,0,2,0,1
Apeks,72,0,0,1,Lilmix,95,0,0,2,0,2,1,1
Copenhagen Flames,44,0,0,0,MASONIC,170,0,0,0,0,2,0,1
Anonymo,42,0,0,3,Sprout,32,0,0,5,3,0,2,0
IN.GAME,64,0,0,0,Akuma,20,0,0,0,0,0,2,0
forZe,17,0,0,0,Young Ninjas,49,0,0,0,0,2,0,1
Lyngby Vikings,53,0,0,0,Budapest Five,86,0,0,0,0,2,1,1
Akuma,20,0,0,0,ex-Marlian,45,0,0,0,0,2,0,1
Dynasty,198,0,0,0,Bandits,221,0,0,0,0,2,0,1
Nemiga,51,0,0,3,100PG,55,0,0,2,0,2,0,1
Hazard,149,0,0,0,R!OT,187,0,0,2,0,0,2,0
100PG,55,0,0,0,Budapest Five,86,0,0,0,0,0,2,0
Nemiga,51,0,0,0,Lyngby Vikings,53,0,0,0,0,0,2,0
CENSRD,146,0,0,0,Mythic,199,0,0,0,0,1,2,0
Secret Club,77,0,0,0,GGPR,103,0,0,0,0,1,2,0
Party Astronauts,76,0,0,1,Third Impact,82,0,0,0,0,2,0,1
RBG,69,0,0,0,PDHM,0,0,0,0,0,2,0,1
Nemiga,51,0,0,4,LDLC,41,0,0,1,0,1,2,0
forZe,17,0,0,3,Wisla Krakow,40,0,0,4,2,2,1,1
AGO,31,0,0,3,Sangal,54,0,0,2,0,2,1,1
SAW,36,0,0,4,Apeks,72,0,0,0,1,2,0,1
BLINK,91,0,0,0,ALTERNATE aTTaX,98,0,0,2,0,2,0,1
Sinners,34,0,0,0,GamerLegion,47,0,0,2,0,2,0,1
Endpoint,33,0,0,0,Izako Boars,59,0,0,0,0,2,0,1
Movistar Riders,38,0,0,5,Sprout,32,0,0,10,0,2,0,1
VELOX,0,0,0,1,eXploit,110,0,0,2,0,0,2,0
Iberian Family,101,0,0,0,FTW,260,0,0,0,0,2,0,1
eXploit,110,0,0,0,FTW,260,0,0,0,0,1,2,0
Iberian Family,101,0,0,0,VELOX,0,0,0,0,0,2,0,1
HYENAS,67,0,0,0,IN.GAME,64,0,0,0,0,2,0,1
Wisla Krakow,40,0,0,2,Anonymo,42,0,0,1,0,1,2,0
ex-Marlian,45,0,0,0,IN.GAME,64,0,0,0,0,12,16,0
Dynasty,198,0,0,0,ORDER,60,0,0,2,0,0,2,0
PACT,106,0,0,6,HONORIS,119,0,0,2,1,0,2,0
Paradox,109,0,0,0,Bandits,221,0,0,0,0,2,0,1
Overperformers,173,0,0,0,Renegades,50,0,0,0,0,0,2,0
Akuma,20,0,0,0,HYENAS,67,0,0,0,0,9,16,0
Skyfire,148,0,0,0,Simplicity,167,0,0,0,0,0,1,0
BBBMBCBS,163,0,0,0,Sylyx,241,0,0,0,0,1,0,1
Anonymo,42,0,0,0,HONORIS,119,0,0,0,0,2,0,1
Wisla Krakow,40,0,0,3,PACT,106,0,0,2,1,2,0,1
RBG,69,0,0,2,Mythic,199,0,0,1,1,2,1,1
Secret Club,77,0,0,1,Recon 5,104,0,0,0,0,2,0,1
paiN,37,0,0,0,CENSRD,146,0,0,0,0,2,0,1
TeamOne,62,0,0,2,Third Impact,82,0,0,0,0,2,0,1
QcClan,237,0,0,0,GGPR,103,0,0,0,0,0,2,0
LDLC,41,0,0,0,BIG,7,0,0,0,0,1,2,0
Ambush,145,0,0,3,ALTERNATE aTTaX,98,0,0,4,2,1,2,0
SAW,36,0,0,0,BLINK,91,0,0,0,0,1,2,0
Movistar Riders,38,0,0,0,GamerLegion,47,0,0,0,0,2,1,1
Apeks,72,0,0,0,Nemiga,51,0,0,2,0,2,1,1
EC Brugge,85,0,0,0,Chetz,129,0,0,0,0,1,2,0
Sprout,32,0,0,0,Izako Boars,59,0,0,2,1,2,0,1
Sinners,34,0,0,9,Sangal,54,0,0,4,3,0,2,0
ALTERNATE aTTaX,98,0,0,0,Chetz,129,0,0,0,0,2,0,1
EC Brugge,85,0,0,0,Ambush,145,0,0,2,0,1,2,0
HYENAS,67,0,0,0,Galaxy Racer,71,0,0,0,0,2,1,1
KOVA,75,0,0,5,SJ,176,0,0,2,0,2,0,1
Animal Squad,201,0,0,1,Overperformers,173,0,0,0,0,2,0,1
Chiefs,155,0,0,0,Simplicity,167,0,0,0,0,2,0,1
ORDER,60,0,0,2,Skyfire,148,0,0,0,0,2,0,1
Bandits,221,0,0,0,Rooster,94,0,0,0,0,0,2,0
Dire Wolves,79,0,0,0,Hazard,149,0,0,0,0,2,0,1
munyanyo,259,0,0,0,Paradox,109,0,0,3,0,0,2,0
Galaxy Racer,71,0,0,4,SJ,176,0,0,0,0,2,1,1
Renegades,50,0,0,0,Sylyx,241,0,0,0,0,1,0,1
KOVA,75,0,0,1,HYENAS,67,0,0,0,0,1,2,0
RBG,69,0,0,1,Party Astronauts,76,0,0,7,0,0,2,0
Trident,56,0,0,2,EC Kyiv,115,0,0,3,3,0,2,0
LDLC,41,0,0,0,forZe,17,0,0,2,0,0,2,0
BIG,7,0,0,1,Nemiga,51,0,0,0,0,2,0,1
ONYX,199,0,0,2,Nexus,137,0,0,3,0,2,0,1
Fiend,28,0,0,0,4glory,146,0,0,0,0,2,0,1
ex-Marlian,48,0,0,0,Free TON,194,0,0,0,0,2,0,1
4glory,146,0,0,0,Nexus,137,0,0,0,0,2,0,1
Fiend,28,0,0,0,ONYX,199,0,0,0,0,2,0,1
AGF,79,0,0,0,VP.Prodigy,0,0,0,0,0,1,2,0
Tricked,65,0,0,0,1WIN,42,0,0,0,0,2,0,1
1WIN,42,0,0,0,VP.Prodigy,0,0,0,0,0,2,0,1
AGF,79,0,0,0,Tricked,65,0,0,4,1,0,2,0
Big Chillin,131,0,0,0,GGPR,106,0,0,0,0,0,2,0
GODSENT,66,0,0,3,Bad News Bears,45,0,0,2,2,1,2,0
TeamOne,60,0,0,9,RBG,78,0,0,1,1,0,2,0
Paquetá,86,0,0,2,INTZ,145,0,0,0,0,2,0,1
Bad News Bears,45,0,0,5,RBG,78,0,0,0,0,2,0,1
TeamOne,60,0,0,0,GODSENT,66,0,0,3,0,0,2,0
Entropiq,15,0,0,0,777,126,0,0,0,0,2,0,1
NIP,10,0,0,2,Virtus.pro,9,0,0,6,0,1,2,0
Trasko,0,0,0,0,EC Kyiv,104,0,0,0,0,1,2,0
Red Instinct,0,0,0,2,mYinsanity,200,0,0,0,0,2,0,1
Finest,205,0,0,0,p0tatos,0,0,0,0,0,0,2,0
ASAP,191,0,0,0,Trident,51,0,0,0,0,0,2,0
Fiend,28,0,0,2,Nordavind,56,0,0,0,0,1,2,0
PriFu,0,0,0,0,mYinsanity,200,0,0,0,0,1,2,0
Vitality,12,0,0,3,G2,4,0,0,4,1,0,2,0
Entropiq,15,0,0,0,Lyngby Vikings,68,0,0,0,0,2,0,1
Infinite,121,0,0,0,p0tatos,0,0,0,0,0,1,2,0
Finest,205,0,0,0,19CM GANG,0,0,0,0,0,2,0,1
tokyoxd,0,0,0,0,ex-Marlian,48,0,0,0,0,0,2,0
bankaPEPSI,82,0,0,0,Free TON,194,0,0,0,0,0,2,0
Evil Geniuses,38,0,0,3,OG,20,0,0,6,1,1,2,0
FATE,132,0,0,0,FORFRIENDS,0,0,0,0,0,3,1,1
GODSENT,66,0,0,0,Verum,0,0,0,0,0,16,10,1
paiN,34,0,0,8,RBG,78,0,0,0,1,8,16,0
Complexity,13,0,0,4,Gambit,1,0,0,4,1,1,2,0
GAIJIN,128,0,0,0,Red Instinct,0,0,0,0,0,2,1,1
SKADE,22,0,0,0,Lyngby Vikings,68,0,0,0,0,2,1,1
Spirit,14,0,0,12,Virtus.pro,9,0,0,12,1,1,2,0
Endpoint,36,0,0,3,DBL PONEY,23,0,0,3,1,2,0,1
mYinsanity,200,0,0,0,Red Instinct,0,0,0,0,0,0,2,0
GAIJIN,128,0,0,0,PriFu,0,0,0,0,0,2,0,1
Dignitas,24,0,0,0,Lyngby Vikings,68,0,0,0,0,0,2,0
HAVU,21,0,0,5,Entropiq,15,0,0,6,1,0,2,0
NIP,10,0,0,6,Heroic,2,0,0,8,1,2,0,1
Havan Liberty,139,0,0,2,INTZ,145,0,0,0,0,1,2,0
paiN,34,0,0,2,PDHM,220,0,0,0,1,2,0,1
Paquetá,86,0,0,6,Bravos,85,0,0,6,4,2,1,1
Gambit,1,0,0,2,Astralis,5,0,0,2,0,2,0,1
OG,20,0,0,4,Virtus.pro,9,0,0,5,1,2,0,1
HAVU,21,0,0,0,Copenhagen Flames,43,0,0,0,0,0,2,0
Heroic,2,0,0,0,Evil Geniuses,38,0,0,0,0,1,2,0
Complexity,13,0,0,4,FunPlus Phoenix,17,0,0,2,0,2,1,1
Young Ninjas,41,0,0,1,Tricked,65,0,0,2,0,2,1,1
HYENAS,67,0,0,0,Lyngby Vikings,68,0,0,0,0,0,2,0
ENCE,32,0,0,2,Dignitas,24,0,0,0,0,1,2,0
NIP,10,0,0,2,fnatic,29,0,0,5,1,2,1,1
Imperial,109,0,0,0,Spirit,14,0,0,0,0,0,2,0
GamerLegion,55,0,0,2,Endpoint,36,0,0,3,1,2,0,1
INTZ,145,0,0,0,Santos,142,0,0,1,0,2,1,1
Rehl,0,0,0,0,Bravos,85,0,0,1,0,1,2,0
ENCE,32,0,0,0,AGF,79,0,0,0,0,2,1,1
FunPlus Phoenix,17,0,0,6,G2,4,0,0,5,1,1,2,0
forZe,16,0,0,2,BIG,8,0,0,9,0,2,1,1
forZe,16,0,0,2,BIG,8,0,0,9,0,2,1,1
Astralis,5,0,0,3,Extra Salt,18,0,0,0,0,2,0,1
SAW,35,0,0,0,Sangal,54,0,0,0,0,1,2,0
Entropiq,15,0,0,2,Endpoint,36,0,0,1,1,2,0,1
Complexity,13,0,0,10,Sprout,31,0,0,1,1,2,0,1
Vitality,12,0,0,0,Gambit,1,0,0,0,0,2,0,1
Copenhagen Flames,43,0,0,1,Entropiq,15,0,0,2,0,0,2,0
NIP,10,0,0,5,OG,20,0,0,2,2,9,16,0
fnatic,29,0,0,5,Virtus.pro,9,0,0,9,0,10,16,0
HAVU,21,0,0,4,K23,27,0,0,1,2,2,0,1
Evil Geniuses,38,0,0,0,Spirit,14,0,0,0,0,16,9,1
Heroic,2,0,0,0,Imperial,109,0,0,0,0,16,8,1
Extra Salt,18,0,0,2,G2,4,0,0,1,0,1,16,0
Astralis,5,0,0,5,FunPlus Phoenix,17,0,0,2,0,7,16,0
Gambit,1,0,0,8,Sprout,31,0,0,9,3,16,6,1
Vitality,12,0,0,13,Complexity,13,0,0,11,3,16,8,1
Mythic,190,0,0,0,paiN,34,0,0,2,0,0,2,0
TeamOne,60,0,0,0,PDHM,220,0,0,0,0,2,0,1
Havan Liberty,139,0,0,0,Bravos,85,0,0,0,0,16,5,1
Jaguares,118,0,0,1,Rehl,0,0,0,2,1,4,16,0
Secret Club,73,0,0,0,SKDC,240,0,0,0,0,1,0,1
Paquetá,86,0,0,7,Santos,142,0,0,1,1,16,3,1
INTZ,145,0,0,1,eLevate,167,0,0,0,0,16,12,1
OG,20,0,0,10,BIG,8,0,0,12,2,2,1,1
forZe,16,0,0,6,SAW,35,0,0,10,4,2,1,1
Anonymo,40,0,0,2,Endpoint,36,0,0,1,0,1,2,0
Movistar Riders,37,0,0,3,Sangal,54,0,0,5,1,2,1,1
LDLC,44,0,0,7,ALTERNATE aTTaX,99,0,0,2,0,2,0,1
AGO,33,0,0,5,Izako Boars,57,0,0,2,2,2,0,1
Wisla Krakow,49,0,0,4,Nemiga,52,0,0,3,0,0,2,0
BLINK,94,0,0,0,Apeks,63,0,0,0,0,2,0,1
Fiend,28,0,0,2,K23,27,0,0,1,0,0,2,0
Entropiq,15,0,0,0,BIG,8,0,0,0,0,0,2,0
BBBMBCBS,175,0,0,0,Overperformers,168,0,0,0,0,2,1,1
Entropiq,15,0,0,6,Nemiga,52,0,0,4,1,2,0,1
OG,20,0,0,1,Fiend,28,0,0,2,0,2,0,1
Animal Squad,217,0,0,0,Sylyx,237,0,0,0,0,2,0,1
ORDER,59,0,0,0,munyanyo,259,0,0,0,0,2,0,1
Big Chillin,131,0,0,0,Recon 5,119,0,0,0,0,1,2,0
Triumph,0,0,0,0,GGPR,106,0,0,0,0,2,0,1
RBG,78,0,0,0,paiN,34,0,0,6,1,0,2,0
Bravos,85,0,0,0,Rehl,0,0,0,0,0,16,8,1
Mythic,190,0,0,0,Party Astronauts,83,0,0,0,0,0,2,0
Havan Liberty,139,0,0,2,Jaguares,118,0,0,0,0,16,14,1
Santos,142,0,0,0,INTZ,145,0,0,0,0,16,11,1
Paquetá,86,0,0,0,eLevate,167,0,0,0,0,16,11,1
Anonymo,40,0,0,4,Sangal,54,0,0,2,1,1,2,0
AGO,33,0,0,2,GamerLegion,55,0,0,0,1,0,2,0
BIG,8,0,0,2,Wisla Krakow,49,0,0,0,0,2,0,1
fnatic,29,0,0,0,Fiend,28,0,0,0,0,1,2,0
Natus Vincere,3,0,0,0,Entropiq,15,0,0,2,1,2,0,1
HYENAS,67,0,0,1,Nemiga,52,0,0,1,0,2,0,1
Entropiq,15,0,0,2,AVE,98,0,0,0,0,2,1,1
BIG,8,0,0,0,Wisla Krakow,49,0,0,0,0,2,0,1
Rooster,96,0,0,4,Skyfire,125,0,0,0,0,2,0,1
OG,20,0,0,0,1WIN,42,0,0,0,0,2,0,1
Paradox,115,0,0,1,Simplicity,148,0,0,0,0,2,0,1
Renegades,50,0,0,0,Hazard,149,0,0,0,0,2,0,1
Dire Wolves,80,0,0,0,R!OT,0,0,0,0,0,2,0,1
Chiefs,153,0,0,0,Bandits,218,0,0,0,0,1,0,1
forZe,16,0,0,6,Entropiq,15,0,0,7,2,0,2,0
ENCE,25,0,0,0,K23,31,0,0,0,0,2,1,1
Sinners,39,0,0,5,Sprout,31,0,0,2,1,2,0,1
Dignitas,23,0,0,4,Wisla Krakow,43,0,0,3,2,1,2,0
1WIN,48,0,0,2,Izako Boars,53,0,0,0,0,2,0,1
SKADE,19,0,0,5,Fiend,26,0,0,3,1,0,2,0
Fiend,26,0,0,4,Endpoint,34,0,0,2,0,2,0,1
AGO,36,0,0,3,Entropiq,15,0,0,7,1,0,2,0
Liquid,9,0,0,14,FURIA,6,0,0,21,6,3,1,1
Bad News Bears,40,0,0,2,GODSENT,95,0,0,1,2,0,2,0
RBG,69,0,0,0,paiN,32,0,0,4,1,0,2,0
Bravos,100,0,0,4,Paquetá,80,0,0,5,4,2,1,1
mousesports,13,0,0,2,NIP,14,0,0,4,1,2,1,1
paiN,32,0,0,0,GODSENT,95,0,0,0,0,1,2,0
RBG,69,0,0,0,Bad News Bears,40,0,0,3,0,0,2,0
Gambit,1,0,0,17,Virtus.pro,7,0,0,11,2,3,1,1
MAD Lions,65,0,0,0,19CM GANG,0,0,0,0,0,1,2,0
Copenhagen Flames,41,0,0,0,Case,72,0,0,0,0,2,0,1
Sprout,30,0,0,2,LDLC,50,0,0,0,0,1,3,0
Trasko,0,0,0,0,Contact Light,189,0,0,0,0,2,0,1
Astralis,5,0,0,7,BIG,8,0,0,6,2,1,2,0
eXploit,132,0,0,1,Rhyno,0,0,0,0,0,2,1,1
PACT,110,0,0,3,Illuminar,0,0,0,7,0,0,2,0
Apeks,59,0,0,2,777,145,0,0,1,0,0,2,0
Nemiga,56,0,0,0,AVE,94,0,0,0,0,2,0,1
ex-Marlian,57,0,0,0,19CM GANG,0,0,0,0,0,0,2,0
Virtus.pro,7,0,0,0,Akuma,47,0,0,2,0,2,0,1
MAD Lions,65,0,0,0,calm,0,0,0,0,0,2,0,1
Entropiq,15,0,0,0,HYENAS,108,0,0,0,0,1,2,0
sh1zlEEpeek,0,0,0,0,Rhyno,0,0,0,0,0,0,2,0
Lyngby Vikings,78,0,0,0,NAVI Junior,67,0,0,0,0,2,0,1
ORDER,89,0,0,9,Renegades,51,0,0,25,4,0,2,0
Fiend,26,0,0,0,Spirit Academy,61,0,0,0,0,2,0,1
ex-Marlian,57,0,0,0,LDLC,50,0,0,0,0,2,0,1
Renegades,51,0,0,7,Rooster,154,0,0,1,0,2,0,1
Extra Salt,18,0,0,11,paiN,32,0,0,2,1,2,0,1
Jaguares,107,0,0,0,Paquetá,80,0,0,0,0,0,2,0
GODSENT,95,0,0,0,Secret Club,70,0,0,0,0,16,14,1
Vinkelparty,0,0,0,0,Young Ninjas,35,0,0,2,1,2,1,1
FURIA,6,0,0,15,EXTREMUM,38,0,0,8,0,2,0,1
Party Astronauts,84,0,0,2,Bad News Bears,40,0,0,3,1,8,16,0
Secret Club,70,0,0,0,Recon 5,92,0,0,0,0,16,14,1
YeniCherry,0,0,0,0,Bad News Bears,40,0,0,0,0,9,16,0
GODSENT,95,0,0,2,TeamOne,58,0,0,0,0,16,4,1
Third Impact,81,0,0,0,Party Astronauts,84,0,0,0,0,10,16,0
LDLC,50,0,0,5,Endpoint,34,0,0,7,1,2,1,1
Copenhagen Flames,41,0,0,0,AGF,79,0,0,0,0,0,2,0
Gambit,1,0,0,4,Akuma,47,0,0,0,1,2,0,1
